COMMON_NAME,BLD_ADDRESS,PARCEL_ADDRESS,STRUCTURE_TYPE,WARD,COMMUNITY,GLOBALID,MULTIPOLYGON
ANDERSON LRT STATION,11015 ANDERSON STATION WY SW,11015 ANDERSON STATION WY SW;520 ANDERSON RD SW,LRT STATION,WARD 11,SOUTHWOOD,{CD5DC33F-196B-4399-B900-B6111D17F5BF},"MULTIPOLYGON (((-114.0747733 50.9556006, -114.0747637 50.9556013, -114.0747831 50.9556979, -114.0748634 50.9556915, -114.0748441 50.9555949, -114.0748322 50.9555958, -114.0747966 50.9553947, -114.0748127 50.9553934, -114.0747713 50.9551913, -114.07477 50.9551846, -114.0747093 50.9548882, -114.0747679 50.9548831, -114.0746715 50.9544001, -114.0745926 50.9544064, -114.0745339 50.9541123, -114.0744677 50.9541176, -114.0741195 50.9539493, -114.0741237 50.9539729, -114.0736941 50.9537638, -114.0736953 50.9537695, -114.0737227 50.9539021, -114.0739366 50.9540062, -114.0739275 50.9539618, -114.0739231 50.9539409, -114.0740539 50.9540054, -114.0741381 50.9540469, -114.074149 50.9540975, -114.0742288 50.9540917, -114.0742344 50.9540913, -114.0744699 50.9542059, -114.0745114 50.9544137, -114.0744477 50.9544188, -114.0745441 50.9549013, -114.0746048 50.9548965, -114.0746655 50.9551931, -114.0746669 50.9551998, -114.0747082 50.9554019, -114.0747235 50.9554007, -114.0747733 50.9556006)))"
ATLAS LUMBER YARD & OFFICE,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{8660CE9B-EB35-4088-B248-6F187D8D4A61},"MULTIPOLYGON (((-114.1091246 50.9851878, -114.1091234 50.9851959, -114.1091101 50.9852848, -114.1090736 50.9852826, -114.1090556 50.9854036, -114.1090669 50.9854043, -114.1090575 50.9854678, -114.1090541 50.9854906, -114.109129 50.9854951, -114.10915 50.9854963, -114.1091953 50.985192, -114.1091246 50.9851878)))"
FRATERNAL ORDER OF EAGLES STORAGE SHED 2,9305 5 ST SE,9305 5 ST SE,COMMUNITY AUXILIARY,WARD 11,ACADIA,{99D111B6-10E8-4379-B75E-42DC4BED50B0},"MULTIPOLYGON (((-114.053821 50.9696548, -114.0538194 50.9697264, -114.0538596 50.9697268, -114.0538613 50.9696551, -114.053821 50.9696548)))"
GLENMORE SAIL EQUIP STRG BLDG2,8415 24 ST SW,8415 24 ST SW,SEASONAL EQUIPMENT STORAGE,WARD 11,GLENMORE PARK,{3AF3AB1F-8AD5-400D-9279-76582E698F77},"MULTIPOLYGON (((-114.1208168 50.9752364, -114.1207836 50.9752004, -114.1207795 50.9752019, -114.1207237 50.9752225, -114.1207569 50.9752584, -114.1208168 50.9752364)))"
GLENMORE SAILING CLUB,8601 24 ST SW,8415 24 ST SW,PUBLIC GATHERING,WARD 11,GLENMORE PARK,{CAA1C8E8-8CED-40E5-914A-2394D26D1A70},"MULTIPOLYGON (((-114.1182753 50.9754132, -114.1181348 50.9755848, -114.1182664 50.9756277, -114.1183051 50.9755797, -114.1184062 50.9754544, -114.1183614 50.9754403, -114.1182756 50.9754132, -114.1182753 50.9754132)))"
JIMMIE CONDON ARENA,502 HERITAGE DR SW,498 HERITAGE DR SW;505 78 AV SW,ARENA,WARD 11,KINGSLAND,{252643FC-B9E2-494E-B628-878AA8F12D27},"MULTIPOLYGON (((-114.0744066 50.9800459, -114.0743703 50.980069, -114.0740165 50.9800676, -114.0739766 50.980093, -114.0739767 50.9801409, -114.0739768 50.9803271, -114.0739313 50.9803271, -114.0739313 50.9803258, -114.0738624 50.9803258, -114.0738624 50.9803268, -114.0738044 50.9803268, -114.0738045 50.9805001, -114.0737699 50.9805001, -114.0737699 50.9805013, -114.0737699 50.9805466, -114.0739764 50.9805466, -114.0739762 50.9805779, -114.0740175 50.9806041, -114.0740179 50.9806041, -114.0740739 50.9806039, -114.074074 50.9806348, -114.0741436 50.9806348, -114.074146 50.9806009, -114.0742171 50.9806006, -114.0742171 50.9806431, -114.0742419 50.9806589, -114.0744141 50.9806587, -114.0744131 50.980046, -114.0744066 50.9800459)))"
SHEPARD STATION,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{F7AEE6D3-6DD6-4A82-B30C-CBC50579D4DE},"MULTIPOLYGON (((-114.1094412 50.9848247, -114.1093912 50.9848273, -114.1094231 50.9850678, -114.109471 50.9850653, -114.1094697 50.985055, -114.1095462 50.985051, -114.109517 50.9848303, -114.1094424 50.9848343, -114.1094412 50.9848247)))"
MIDNAPORE TICKET & INFORMATION BOOTH,1900 HERITAGE DR SW,8003 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{3E13C3A1-119E-4209-A302-CDD2A3DFF5A8},"MULTIPOLYGON (((-114.1059032 50.9830387, -114.1058933 50.9830814, -114.1059607 50.9830876, -114.1059706 50.9830449, -114.1059032 50.9830387)))"
EQUIPMENT SHED,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{A954EE07-0E3E-475D-861E-7A02DD0F033D},"MULTIPOLYGON (((-114.1061152 50.9850861, -114.1057949 50.9851884, -114.1058527 50.9852605, -114.106173 50.9851583, -114.1061152 50.9850861)))"
GLENMORE SAILING SCH CLASSROOM,8415 24 ST SW,8415 24 ST SW,SCHOOL/INSTRUCTIONAL,WARD 11,GLENMORE PARK,{58890DA1-2C93-4907-BE25-143E3536F04C},"MULTIPOLYGON (((-114.1195034 50.9749538, -114.1194947 50.97495, -114.1194695 50.974939, -114.1194743 50.9749346, -114.119353 50.9748819, -114.1192559 50.9749709, -114.1194854 50.9750707, -114.1195777 50.9749861, -114.1195034 50.9749538)))"
FERRIS WHEEL,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{AE45893E-C920-4F58-B26A-52F3288ABCAC},"MULTIPOLYGON (((-114.1087253 50.9841011, -114.1087912 50.9840338, -114.1087786 50.9840289, -114.1087593 50.9840214, -114.1086934 50.9840886, -114.1087253 50.9841011)))"
GLENMORE WTP STORAGE BUILDING,5300 19 ST SW,5300 19 ST SW,WAREHOUSE,WARD 11,GLENMORE PARK,{F698D1E3-884B-4B20-9E81-B44757229CB4},"MULTIPOLYGON (((-114.099128 51.0045433, -114.0991275 51.0047088, -114.099307 51.004709, -114.0993075 51.0045435, -114.099128 51.0045433)))"
#21-24 2611 106 AV SW HOUSING,#21-24 2611 106 AV SW,2611 106 AV SW,HOUSING - TOWNHOUSE,WARD 11,CEDARBRAE,{FBA85CCC-FC5A-4D49-A993-722167B80A73},"MULTIPOLYGON (((-114.1216835 50.9569831, -114.121683 50.9570878, -114.1219687 50.9570883, -114.1219692 50.9569837, -114.1216835 50.9569831)))"
GLENMORE WTP POWDER ACTIVATED CARBON FACILITY,6540 20 ST SW,6540 20 ST SW,WATER/WASTE WATER TREATMENT PLANT,WARD 11,GLENMORE PARK,{94DE1600-7D7C-4955-9FFC-3A6E9F4461BC},"MULTIPOLYGON (((-114.0972324 51.000996, -114.0971525 51.001018, -114.0971746 51.00105, -114.0972545 51.001028, -114.0972324 51.000996)))"
WAREHOUSE & SERVICE BUILDING & STREETCAR BARN & COSTUME SHOP,1900 HERITAGE DR SW,208R EAGLE RIDGE DR SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{71DB1262-D31E-4E17-A00A-35E6F7A911DF},"MULTIPOLYGON (((-114.1041935 50.9833088, -114.1041179 50.9833074, -114.1041154 50.9833626, -114.1041157 50.9833626, -114.1041152 50.9833736, -114.1041096 50.9834955, -114.1041095 50.9834977, -114.1043194 50.9835016, -114.1043162 50.9835723, -114.1042637 50.9835713, -114.1042635 50.9835751, -114.1042572 50.9837119, -114.1042562 50.9837334, -114.1042531 50.9837334, -114.1042507 50.9837853, -114.1042517 50.9837853, -114.1042419 50.9840009, -114.1042415 50.9840093, -114.1047443 50.9840185, -114.104745 50.9840021, -114.1047471 50.9839542, -114.1047528 50.9838239, -114.1046249 50.9838217, -114.1046261 50.983794, -114.1046287 50.9837382, -114.1046285 50.9837382, -114.1046318 50.983665, -114.1046417 50.9836652, -114.1046475 50.9835388, -114.1046476 50.9835363, -114.1046281 50.9835359, -114.1046327 50.9834357, -114.1046334 50.9834259, -114.1045563 50.9834251, -114.1045561 50.9833181, -114.1044841 50.983317, -114.1044845 50.9832964, -114.1043872 50.9832934, -114.1043863 50.9833015, -114.1043023 50.9832999, -114.1042994 50.9833652, -114.1042473 50.9833643, -114.1042278 50.9833639, -114.1042284 50.9833502, -114.1042294 50.9833293, -114.1042303 50.9833095, -114.1042006 50.983309, -114.1041935 50.9833088)))"
LAKEVIEW COMMUNITY ASSOCIATION SKATE SHACK,6110 34 ST SW,6110R 34 ST SW,COMMUNITY AUXILIARY,WARD 11,LAKEVIEW,{01CE976B-9B67-4877-8FE8-0206F88B97CD},"MULTIPOLYGON (((-114.1359265 50.9983153, -114.1356707 50.9983454, -114.1356786 50.9983721, -114.1356413 50.9983765, -114.1356575 50.9984314, -114.1356937 50.9984271, -114.1357012 50.9984525, -114.1357119 50.9984513, -114.1357904 50.998442, -114.1359489 50.9984234, -114.1359582 50.9984223, -114.1359277 50.9983191, -114.1359265 50.9983153)))"
SOD SHACK,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{D0EFEDA7-847E-44FB-8D8B-5328B9719D7A},"MULTIPOLYGON (((-114.1067295 50.9864476, -114.1067237 50.9864623, -114.106744 50.9864651, -114.1067506 50.9864506, -114.1067295 50.9864476)))"
LRT SUBSTATION #1,11425 ANDERSON STATION WY SW,11425 ANDERSON STATION WY SW,LRT SUBSTATION,WARD 11,SOUTHWOOD,{14A79359-3E4E-483C-9192-3C00403C4457},"MULTIPOLYGON (((-114.0747197 50.9528635, -114.07472 50.9530057, -114.0749348 50.9530056, -114.0749346 50.9528634, -114.0747197 50.9528635)))"
#13-16 2611 106 AV SW HOUSING,#13 2611  106 AV SW,2611 106 AV SW,HOUSING - TOWNHOUSE,WARD 11,CEDARBRAE,{75B013C3-7FA4-4AA9-A944-BE72C35B13E0},"MULTIPOLYGON (((-114.12251 50.9570481, -114.1223469 50.9570826, -114.1224364 50.9572512, -114.1225996 50.9572166, -114.12251 50.9570481)))"
RAILWAY WATER TOWER,1900 HERITAGE DR SW,208R EAGLE RIDGE DR SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{CBA60EA3-6405-4BB7-8118-0D51C1B66705},"MULTIPOLYGON (((-114.1054428 50.9844116, -114.1054108 50.9844519, -114.1054726 50.9844714, -114.1055045 50.9844311, -114.1054428 50.9844116)))"
LAKEVIEW GOLF COURSE LUNCHROOM,5300 19 ST SW,5300 19 ST SW,MINOR OPERATIONS BUILDING,WARD 11,GLENMORE PARK,{156840F2-699F-478A-81C3-D217B3520BED},"MULTIPOLYGON (((-114.1060061 51.0027491, -114.1060115 51.0026936, -114.1059555 51.0026915, -114.1059501 51.0027469, -114.1060061 51.0027491)))"
#9-12 2611 106 AV SW HOUSING,#9-12 2611 106 AV SW,2611 106 AV SW,HOUSING - TOWNHOUSE,WARD 11,CEDARBRAE,{F048F180-6E08-4B7A-A568-893DA25BC8A8},"MULTIPOLYGON (((-114.1224415 50.957267, -114.1224096 50.9574469, -114.1225811 50.9574591, -114.122613 50.9572791, -114.1224415 50.957267)))"
#101-108 9960 BONAVENTURE DR SE HOUSING,#101-108 9960 BONAVENTURE DR SE,9960 BONAVENTURE DR SE,HOUSING - TOWNHOUSE,WARD 11,WILLOW PARK,{EDFAC88B-30E1-46DC-9E6C-335DA0A4BD3B},"MULTIPOLYGON (((-114.068476 50.9618133, -114.068476 50.9618947, -114.068424 50.9618947, -114.068424 50.9619228, -114.0684495 50.9619228, -114.0684495 50.9620879, -114.0685585 50.9620878, -114.0685585 50.9619225, -114.0685842 50.9619225, -114.0685841 50.9618133, -114.068476 50.9618133)))"
GLENMORE WTP JUNCTION CHAMBER,1652 56 AV SW,5300 19 ST SW,GUARD HOUSE,WARD 11,GLENMORE PARK,{70A4049E-92B1-4D40-93F3-9EFA73FBC573},"MULTIPOLYGON (((-114.1011921 51.003581, -114.1011907 51.0035238, -114.1011352 51.0035243, -114.1011365 51.0035816, -114.1011921 51.003581)))"
MOTOR SHED FOR GRAIN ELEVATOR,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{7103E502-7DB0-4412-972E-D4EB84C0DEFC},"MULTIPOLYGON (((-114.1088935 50.9857258, -114.1089118 50.9857309, -114.1089135 50.9857285, -114.1089348 50.9856978, -114.1088538 50.9856751, -114.1088311 50.9857083, -114.1088935 50.9857258)))"
4 CORNERS RESTAURANT,#100 5211 MACLEOD TR SW,5211 MACLEOD TR SW,LEASED SPACE,WARD 11,WINDSOR PARK,{EBB35667-9926-42DD-A09C-D4408362450A},"MULTIPOLYGON (((-114.0688759 51.00854, -114.068876 51.0083966, -114.0688287 51.008367, -114.0686891 51.008367, -114.0686889 51.00854, -114.0688759 51.00854)))"
BLACKFOOT DEPOT,1025 SOUTHLAND DR SE,1025 SOUTHLAND DR SE,DEPOT,WARD 11,MAPLE RIDGE,{4102DE0F-EC37-4DE8-A13F-60A6B46290F8},"MULTIPOLYGON (((-114.0382056 50.9651538, -114.0381369 50.9652887, -114.0382292 50.9653074, -114.0383504 50.965332, -114.0384191 50.9651972, -114.0382062 50.9651539, -114.0382056 50.9651538)))"
ROAD CONSTRUCTION EQUIPMENT BARN,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{98413EAE-539C-473F-B805-607FDCDB6666},"MULTIPOLYGON (((-114.1089252 50.9830666, -114.1087699 50.9831232, -114.1089115 50.983278, -114.1090668 50.9832214, -114.1089252 50.9830666)))"
FAMOUS 5 CENTRE OF CANADIAN WOMEN,1900 HERITAGE DR SW,8003 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{62248DD1-5FB0-48DE-86CD-76F90CCF79D3},"MULTIPOLYGON (((-114.1053331 50.9830704, -114.1053631 50.9830108, -114.1053292 50.9830037, -114.1053329 50.9829947, -114.1053487 50.9829904, -114.1053555 50.9829737, -114.1053487 50.9829641, -114.1053732 50.9829147, -114.1052822 50.9828967, -114.1052724 50.9828839, -114.1052392 50.9828768, -114.1052195 50.9828833, -114.1052076 50.9829074, -114.10516 50.982898, -114.1051314 50.9829556, -114.1051204 50.982959, -114.1051108 50.982977, -114.1051155 50.9829827, -114.1051155 50.9829871, -114.1051192 50.9829871, -114.1051257 50.9829952, -114.1051421 50.9829975, -114.1051522 50.9829939, -114.10516 50.9829954, -114.105147 50.9830218, -114.1052593 50.9830439, -114.1052539 50.9830548, -114.1053331 50.9830704)))"
HULL CARRIAGE HOUSE,1900 HERITAGE DR SW,208R EAGLE RIDGE DR SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{650CA39E-49F8-49B8-9555-47C596E653DD},"MULTIPOLYGON (((-114.1052674 50.9834701, -114.1052045 50.9836321, -114.1053918 50.9836611, -114.1054553 50.9834976, -114.1053281 50.9834779, -114.1053275 50.9834794, -114.1052874 50.9834732, -114.1052674 50.9834701)))"
#1-3 48 CEDARWOOD RI SW HOUSING,#1-3 48 CEDARWOOD RI SW,48 CEDARWOOD RI SW,HOUSING - TOWNHOUSE,WARD 11,CEDARBRAE,{7B0C4025-2C13-437A-A7C8-CA610F2F977D},"MULTIPOLYGON (((-114.1325445 50.9531288, -114.1324288 50.9531291, -114.1324288 50.953137, -114.1323753 50.9531371, -114.1323753 50.9531293, -114.1322741 50.9531295, -114.1322748 50.9532508, -114.1325453 50.9532501, -114.1325445 50.9531288)))"
#1-3 76 CEDARWOOD HL SW HOUSING,#1-3 76 CEDARWOOD HL SW,76 CEDARWOOD HL SW,HOUSING - TOWNHOUSE,WARD 11,CEDARBRAE,{8404BA20-D03A-4697-9EB3-0DF4689E2FC7},"MULTIPOLYGON (((-114.1330459 50.9542876, -114.1328733 50.9543404, -114.1329902 50.9544929, -114.1331628 50.9544401, -114.1330459 50.9542876)))"
#17-20 2611 106 AV SW HOUSING,#17-20 2611 106 AV SW,2611 106 AV SW,HOUSING - TOWNHOUSE,WARD 11,CEDARBRAE,{CF514050-03F2-40C1-AE5A-04E5EB1EE5A5},"MULTIPOLYGON (((-114.1219948 50.9569567, -114.1219933 50.9570714, -114.1222798 50.9570729, -114.1222813 50.9569582, -114.1219948 50.9569567)))"
TALISMAN HERITAGE EDUCATION CENTRE/BURNS' BARN,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{38EBA6BE-9007-48E9-A996-42F34F04345B},"MULTIPOLYGON (((-114.1066231 50.9853596, -114.1066019 50.9853713, -114.1065949 50.9853711, -114.1065736 50.9853706, -114.1065474 50.9853672, -114.1065065 50.9855717, -114.1065395 50.985579, -114.1065621 50.9855797, -114.1065831 50.9855954, -114.106609 50.9855834, -114.1066331 50.9855859, -114.1066607 50.9855889, -114.1066997 50.9853748, -114.1066697 50.9853745, -114.1066446 50.9853751, -114.1066407 50.9853752, -114.1066231 50.9853596)))"
#1-3 60 CEDARWOOD HL SW HOUSING,#1-3 60 CEDARWOOD HL SW,60 CEDARWOOD HL SW,HOUSING - TOWNHOUSE,WARD 11,CEDARBRAE,{3933193E-016B-42C9-ACFC-81C20DF7AF55},"MULTIPOLYGON (((-114.1334059 50.9548833, -114.1332156 50.9549065, -114.1332672 50.9550754, -114.1334576 50.9550521, -114.1334059 50.9548833)))"
PRINCE HOUSE GARAGE,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{D75A9BBF-AE42-47C6-AE9E-29DD05270F28},"MULTIPOLYGON (((-114.1071757 50.984582, -114.1071693 50.9846222, -114.1072539 50.9846267, -114.1072596 50.984587, -114.1071757 50.984582)))"
NANTON LIVERY STABLE,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{EA92B9C1-E820-4C11-A0F8-4C8FBBA9771D},"MULTIPOLYGON (((-114.1081209 50.9853004, -114.1081025 50.9853965, -114.1081044 50.9853966, -114.1084505 50.9854207, -114.1084548 50.985421, -114.1084665 50.9853268, -114.1081209 50.9853004)))"
CHINOOK PARK-KELVIN GROVE-EAGLE RIDGE COMMUNITY ASSOCIATION,1015 73 AV SW,1015 73 AV SW,COMMUNITY GATHERING,WARD 11,KELVIN GROVE,{9DF9981B-BAE4-4B2D-A40D-DBFA7333EF2F},"MULTIPOLYGON (((-114.0850526 50.9875338, -114.0848532 50.9875342, -114.0848534 50.9875812, -114.0847396 50.9875814, -114.0847396 50.987591, -114.0847399 50.9876495, -114.0847406 50.9876495, -114.0848514 50.9876493, -114.0848516 50.9876829, -114.0849344 50.9876827, -114.0849343 50.9876551, -114.0850532 50.9876549, -114.0850526 50.9875338)))"
STOCK SHELTER,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{4624F878-8A6D-42FF-AABD-A0BE0F6580D1},"MULTIPOLYGON (((-114.1029264 50.9861735, -114.1028569 50.9862134, -114.1028962 50.9862406, -114.1029657 50.9862007, -114.1029264 50.9861735)))"
CENTRE 89 - REMOVED,#206 8989 MACLEOD TR SW,8989 MACLEOD TR SW,DEMOLISHED/REMOVED/RETIRED,WARD 11,HAYSBORO,{8DD066E9-3384-4A1F-87EB-9F92ADB64025},"MULTIPOLYGON (((-114.0723403 50.9733861, -114.0723402 50.9734145, -114.0723398 50.973496, -114.0723393 50.9736229, -114.0723446 50.9736229, -114.0723437 50.9738138, -114.0724491 50.973814, -114.0724492 50.9738034, -114.0728301 50.9738041, -114.07283 50.9738331, -114.0728396 50.9738331, -114.0730298 50.9738335, -114.0730299 50.9738141, -114.0730299 50.9738034, -114.0730888 50.9738035, -114.0732519 50.9733904, -114.0728275 50.9733897, -114.0728275 50.9734028, -114.0728129 50.9734028, -114.0728129 50.9733894, -114.0727748 50.9733893, -114.0724754 50.9733888, -114.0724754 50.9733863, -114.0723403 50.9733861)))"
HIGH RIVER LAW OFFICE,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{2C7E702C-FE5D-4880-8481-29E816F6FC08},"MULTIPOLYGON (((-114.1087537 50.9853292, -114.1087473 50.9853672, -114.1088395 50.9853745, -114.1088452 50.9853368, -114.108763 50.9853299, -114.1087537 50.9853292)))"
MINER'S CABIN,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{A7BD3133-D8E5-46E4-8E28-7482A1498B2D},"MULTIPOLYGON (((-114.107218 50.982364, -114.1071384 50.9823671, -114.1071445 50.9824123, -114.1072212 50.9824091, -114.107218 50.982364)))"
PALLISER DRIVE PUMP STATION #14,2440 PALLISER DR SW,2440 PALLISER DR SW,PUMP STATION,WARD 11,PALLISER,{7A408F24-8B40-4E80-A9FC-61E8670E727C},"MULTIPOLYGON (((-114.1172262 50.9696366, -114.1172258 50.9697538, -114.1175263 50.9697543, -114.1175268 50.9696371, -114.1172262 50.9696366)))"
GLENMORE WTP RAPID MIX FACILITY,1608 56 AV SW,5300 19 ST SW,WATER/WASTE WATER TREATMENT PLANT,WARD 11,GLENMORE PARK,{9A777043-E96F-4FE8-B4F9-D12FE01BDFE7},"MULTIPOLYGON (((-114.0989165 51.0025254, -114.0986507 51.0025262, -114.0986516 51.00266, -114.098913 51.0026593, -114.098913 51.0026543, -114.0989129 51.0026504, -114.0989129 51.0026431, -114.0989125 51.0025888, -114.0989169 51.0025888, -114.0989169 51.0025872, -114.0989165 51.0025254)))"
BRITANNIA PUMP STATION #17,875 50 AV SW,,PUMP STATION,WARD 11,WINDSOR PARK,{73C78D1B-2C1A-403D-8B76-69A29FDDAE51},"MULTIPOLYGON (((-114.0828976 51.0086621, -114.0828976 51.0086474, -114.0828723 51.0086474, -114.0828723 51.0086622, -114.0828976 51.0086621)))"
BOAT SWINGS,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{F5FFF8D1-D9AA-458D-BB76-DFBC26C3E5F1},"MULTIPOLYGON (((-114.1087805 50.9842889, -114.1087569 50.9842645, -114.10865 50.9843058, -114.1086736 50.9843301, -114.1087805 50.9842889)))"
FINNISH SAUNA,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{CC3237D5-D32B-4267-B544-26FB7EEE6988},"MULTIPOLYGON (((-114.1049128 50.9854939, -114.1049093 50.98553, -114.1049218 50.9855304, -114.1049202 50.9855475, -114.1049539 50.9855488, -114.1049556 50.9855313, -114.1049926 50.9855327, -114.104996 50.985497, -114.1049128 50.9854939)))"
MAPLE RIDGE MAINTENANCE,1240 MAPLEGLADE DR SE,1240 MAPLEGLADE DR SE,MAINTENANCE GARAGE,WARD 11,MAPLE RIDGE,{55F0A544-8B86-41D4-8342-91BFE6FC72E0},"MULTIPOLYGON (((-114.0329369 50.9510189, -114.032751 50.9510285, -114.03275 50.9510286, -114.032756 50.9510745, -114.032763 50.9511286, -114.0327705 50.9511861, -114.0327719 50.9511966, -114.0327747 50.9512186, -114.0329422 50.9512099, -114.0329615 50.9512089, -114.0329369 50.9510189)))"
GLENMORE WTP CLEAR WELL GATE HOUSE,1652 56 AV SW,5300 19 ST SW,PROCESSING BUILDING,WARD 11,GLENMORE PARK,{318460EA-D1AE-4DC8-9F45-F3D19D7356F2},"MULTIPOLYGON (((-114.1025469 51.0045438, -114.102356 51.0044231, -114.1022063 51.0045173, -114.1023972 51.004638, -114.1025469 51.0045438)))"
MACLEOD TRAIL/ANDERSON STORM LIFT STATION,11300 MACLEOD TR SE,,LIFT STATION,WARD 11,WILLOW PARK,{4A3F3B98-487A-478D-B143-9077D966A43D},"MULTIPOLYGON (((-114.070359 50.9522752, -114.0703086 50.9523039, -114.0703654 50.9523436, -114.0704157 50.9523149, -114.070359 50.9522752)))"
LEAN-TO FOR HORSES,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{C8E70FBE-A194-49B8-85CA-58D4D02D61E2},"MULTIPOLYGON (((-114.1062658 50.9857137, -114.1062476 50.9857713, -114.1062476 50.9857715, -114.1063203 50.9857792, -114.1063384 50.9857223, -114.1062658 50.9857137)))"
FISH CREEK LIBRARY,11161 BONAVENTURE DR SE,11161 BONAVENTURE DR SE,LIBRARY BUILDING,WARD 11,WILLOW PARK,{BA851335-462B-4CBC-B46D-B1447FCC4F1D},"MULTIPOLYGON (((-114.0609516 50.951496, -114.0609514 50.9515307, -114.0605111 50.95153, -114.0605093 50.9520062, -114.0605093 50.9520112, -114.0605793 50.9519809, -114.0606948 50.9519805, -114.0606306 50.9520057, -114.0612611 50.9520063, -114.0612615 50.9518464, -114.0612616 50.9518151, -114.0612616 50.9518051, -114.0612617 50.951752, -114.0613203 50.9517276, -114.0614248 50.9516841, -114.0613961 50.9516522, -114.0612661 50.9516958, -114.0612657 50.9516826, -114.0612657 50.9516793, -114.061265 50.9516542, -114.0612634 50.9515963, -114.0612616 50.9515288, -114.0610129 50.9515284, -114.061013 50.9515112, -114.0609931 50.9515112, -114.0609931 50.951496, -114.0609897 50.951496, -114.0609612 50.951496, -114.0609516 50.951496)))"
MILLER'S CABIN,1900 HERITAGE DR SW,8003 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{33674C1F-B004-438A-A8ED-498236939B77},"MULTIPOLYGON (((-114.1058668 50.982404, -114.1058303 50.9824527, -114.105892 50.9824711, -114.1059284 50.9824224, -114.1058668 50.982404)))"
STOCK SHELTER,1900 HERITAGE DR SW,208R EAGLE RIDGE DR SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{C160F3B7-630A-4DA2-9001-294020D07EF7},"MULTIPOLYGON (((-114.1052372 50.9837319, -114.105213 50.9837883, -114.1052742 50.9837987, -114.1052984 50.9837423, -114.1052372 50.9837319)))"
WHIP,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{DFD18A9D-340D-40D8-B9DF-D966812CDD39},"MULTIPOLYGON (((-114.1088573 50.9839723, -114.1089527 50.9839736, -114.1090158 50.9839316, -114.1090156 50.9838791, -114.1089423 50.9838322, -114.1088679 50.9838176, -114.1087814 50.983817, -114.1087239 50.9838584, -114.1087185 50.9839123, -114.1087785 50.9839521, -114.1088573 50.9839723)))"
ROADS DISTRICT 6 COLD STORAGE,340 HADDON RD SW,340 HADDON RD SW,COLD STORAGE,WARD 11,HAYSBORO,{17CC7C79-A8BE-4668-8EA9-82ACA79211AB},"MULTIPOLYGON (((-114.0781825 50.965533, -114.0780064 50.9655485, -114.078052 50.9657543, -114.0782281 50.9657388, -114.0781825 50.965533)))"
TRAPPERS CABIN,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{62704AC4-2EBA-4037-9433-26E79D429F89},"MULTIPOLYGON (((-114.109051 50.9829131, -114.1090901 50.98296, -114.109153 50.9829391, -114.1091139 50.9828921, -114.109051 50.9829131)))"
